date,open,high,low,close,volume
2023-02-06 22:30:36.461571,1705.89,1705.89,1677.07,1685.77,7002090
2023-02-07 22:30:36.461571,1655.91,1655.91,1567.0,1649.02,4790939
2023-02-08 22:30:36.461571,1657.11,1657.57,1629.78,1635.6,9592623
2023-02-09 22:30:36.461571,1651.51,1656.32,1645.21,1648.35,5698621
2023-02-10 22:30:36.461571,1659.55,1681.87,1646.91,1664.55,3937904
2023-02-13 22:30:36.461571,1682.93,1696.19,1682.93,1688.04,1013843
2023-02-14 22:30:36.461571,1763.28,1770.87,1763.28,1764.99,10077073
2023-02-15 22:30:36.461571,1777.81,1797.75,1768.65,1780.02,148385
2023-02-16 22:30:36.461571,1795.14,1800.68,1795.14,1798.33,758855
2023-02-17 22:30:36.461571,1793.63,1816.92,1793.63,1808.15,680543
2023-02-20 22:30:36.461571,1805.88,1900.2,1762.82,1837.1,4027377
2023-02-21 22:30:36.461571,1845.17,1854.7,1837.58,1842.83,3016931
2023-02-22 22:30:36.461571,1856.37,1915.56,1827.9,1881.91,4651224
2023-02-23 22:30:36.461571,1894.88,2002.13,1831.51,1879.59,2699531
2023-02-24 22:30:36.461571,1949.61,1979.26,1949.61,1954.8,9545844
2023-02-27 22:30:36.461571,1948.47,1985.98,1916.77,1979.09,3128403
2023-02-28 22:30:36.461571,1969.72,2095.13,1950.53,2011.56,1533956
2023-03-01 22:30:36.461571,2083.17,2121.17,2083.17,2099.58,10874406
2023-03-02 22:30:36.461571,2099.87,2189.51,2086.95,2140.03,2326260
2023-03-03 22:30:36.461571,2246.44,2310.87,2246.44,2272.08,9825292
2023-03-06 22:30:36.461571,2228.44,2228.44,2170.54,2210.35,4228799
2023-03-07 22:30:36.461571,2298.61,2318.56,2298.61,2298.65,3694480
2023-03-08 22:30:36.461571,2335.48,2390.76,2335.48,2379.1,6319478
2023-03-09 22:30:36.461571,2413.45,2471.37,2413.45,2450.81,5388899
2023-03-10 22:30:36.461571,2539.34,2649.92,2539.34,2546.16,1005719
2023-03-13 22:30:36.461571,2589.09,2765.78,2589.09,2609.17,4725651
2023-03-14 22:30:36.461571,2615.9,2615.9,2593.26,2610.38,3092820
2023-03-15 22:30:36.461571,2798.25,2805.13,2798.25,2798.27,9520250
2023-03-16 22:30:36.461571,2919.36,2933.83,2919.36,2920.52,5435020
2023-03-17 22:30:36.461571,3092.0,3131.34,3092.0,3120.58,3111541
2023-03-20 22:30:36.461571,3429.11,3510.84,3429.11,3445.93,10718209
2023-03-21 22:30:36.461571,3602.96,3754.74,3602.96,3708.96,2517271
2023-03-22 22:30:36.461571,4081.72,4139.04,4081.72,4109.1,8712790
2023-03-23 22:30:36.461571,4637.21,4765.2,4637.21,4733.77,5351885
2023-03-24 22:30:36.461571,5628.13,5747.21,5628.13,5631.26,2484614
2023-03-27 22:30:36.461571,6827.33,7064.18,6827.33,6898.51,2401447
2023-03-28 22:30:36.461571,8661.32,8780.9,8661.32,8679.95,4070357
2023-03-29 22:30:36.461571,12193.2,12314.57,12193.2,12251.1,15957740
2023-03-30 22:30:36.461571,17905.32,18459.56,17905.32,18376.65,6831168
2023-03-31 22:30:36.461571,26645.06,29151.49,26645.06,27564.97,38475845
2023-04-03 22:30:36.461571,40794.7,41921.52,40794.7,41347.45,11413776
2023-04-04 22:30:36.461571,61242.73,63491.53,61242.73,62021.18,12918862
2023-04-05 22:30:36.461571,92982.75,93488.67,92982.75,93031.77,18110114
2023-04-06 22:30:36.461571,99519.64,100482.9,99519.64,100000.0,6103730
2023-04-07 22:30:36.461571,100247.12,100838.69,99672.38,100000.0,4720399
2023-04-10 22:30:36.461571,100477.99,100477.99,99961.0,100000.0,1993271
2023-04-11 22:30:36.461571,99375.69,100148.08,97731.61,100000.0,2630870
2023-04-12 22:30:36.461571,99803.72,100778.32,99145.25,100000.0,624228
2023-04-13 22:30:36.461571,100087.34,103394.5,98544.83,100000.0,2233448
2023-04-14 22:30:36.461571,100339.31,100500.03,99408.08,100000.0,1945429
2023-04-17 22:30:36.461571,100623.07,101104.35,95998.79,100000.0,3847183
2023-04-18 22:30:36.461571,100473.78,101287.23,99210.81,100000.0,3848636
2023-04-19 22:30:36.461571,99527.38,101582.75,98262.19,100000.0,856511
2023-04-20 22:30:36.461571,100147.75,100150.36,99684.94,100000.0,9433966
2023-04-21 22:30:36.461571,99302.76,101059.68,98002.35,100000.0,5395701
2023-04-24 22:30:36.461571,100078.02,100639.69,95624.85,100000.0,1922797
2023-04-25 22:30:36.461571,99752.32,100418.07,99585.34,100000.0,526143
2023-04-26 22:30:36.461571,100184.96,100662.48,99169.15,100000.0,5606896
2023-04-27 22:30:36.461571,100392.69,104127.07,99838.99,100000.0,1192540
2023-04-28 22:30:36.461571,100329.16,103214.84,98574.91,100000.0,889190
2023-05-01 22:30:36.461571,99785.19,100353.69,99684.15,100000.0,4489569
2023-05-02 22:30:36.461571,100018.17,103996.99,97868.0,100000.0,669092
2023-05-03 22:30:36.461571,99702.26,100505.91,98907.59,100000.0,68522
2023-05-04 22:30:36.461571,100390.35,100390.35,99378.99,100000.0,6995044
2023-05-05 22:30:36.461571,100230.22,100468.1,99479.51,100000.0,2483436
2023-05-08 22:30:36.461571,99440.43,101532.07,98090.6,100000.0,4806001
2023-05-09 22:30:36.461571,100012.28,100012.28,99814.43,100000.0,2693448
2023-05-10 22:30:36.461571,100030.62,100030.62,99912.28,100000.0,2161643
2023-05-11 22:30:36.461571,100472.67,100810.9,99795.34,100000.0,3589438
2023-05-12 22:30:36.461571,100128.99,100128.99,99044.48,100000.0,2251033
2023-05-15 22:30:36.461571,100611.12,101583.99,99670.2,100000.0,3930942
2023-05-16 22:30:36.461571,100015.35,100015.35,98222.25,100000.0,1031546
2023-05-17 22:30:36.461571,99461.14,100264.47,98888.71,100000.0,3829338
2023-05-18 22:30:36.461571,100067.18,100067.18,99474.97,100000.0,2494975
2023-05-19 22:30:36.461571,100071.77,103374.87,96053.44,100000.0,448333
2023-05-22 22:30:36.461571,100572.13,102248.07,99743.88,100000.0,3890808
2023-05-23 22:30:36.461571,99691.93,101925.4,95114.71,100000.0,1646886
2023-05-24 22:30:36.461571,100208.4,100208.4,99568.63,100000.0,8288084
2023-05-25 22:30:36.461571,99958.07,101643.27,99791.26,100000.0,1409111
2023-05-26 22:30:36.461571,99768.37,100419.99,97064.14,100000.0,6341007
2023-05-29 22:30:36.461571,100033.84,100033.84,99790.14,100000.0,2504316
2023-05-30 22:30:36.461571,100393.94,100519.33,98929.87,100000.0,348254
2023-05-31 22:30:36.461571,98647.32,102328.38,98608.95,100000.0,5522465
2023-06-01 22:30:36.461571,99902.35,101672.68,99902.35,100000.0,1106823
2023-06-02 22:30:36.461571,100496.86,101696.68,99513.93,100000.0,3529844
2023-06-05 22:30:36.461571,99726.37,100237.11,99013.69,100000.0,4657586
2023-06-06 22:30:36.461571,100093.41,100614.79,99205.94,100000.0,1088336
2023-06-07 22:30:36.461571,98939.77,100973.3,98084.87,100000.0,3316346
2023-06-08 22:30:36.461571,99935.93,100303.17,99935.93,100000.0,6184295
2023-06-09 22:30:36.461571,99752.37,100807.84,98649.75,100000.0,3138286
2023-06-12 22:30:36.461571,99808.62,100289.67,99808.62,100000.0,872360
2023-06-13 22:30:36.461571,99582.55,100149.22,99582.55,100000.0,1837369
2023-06-14 22:30:36.461571,99479.71,100745.06,98179.95,100000.0,4166316
2023-06-15 22:30:36.461571,100315.26,104414.66,99246.9,100000.0,2907939
2023-06-16 22:30:36.461571,99874.86,100332.15,99400.8,100000.0,1404109
2023-06-19 22:30:36.461571,99587.78,100939.25,97591.37,100000.0,2777917
2023-06-20 22:30:36.461571,100818.8,101206.95,97910.64,100000.0,7551721
2023-06-21 22:30:36.461571,100584.32,100696.93,99106.86,100000.0,1006079
2023-06-22 22:30:36.461571,99015.01,100211.19,95915.41,100000.0,2835472
2023-06-23 22:30:36.461571,100081.39,101946.3,99085.95,100000.0,746970
2023-06-26 22:30:36.461571,99788.9,100594.4,99260.11,100000.0,2355286
2023-06-27 22:30:36.461571,99851.3,100581.74,99242.07,100000.0,5690312
2023-06-28 22:30:36.461571,99796.75,104965.06,97961.5,100000.0,5618260
2023-06-29 22:30:36.461571,99758.65,100031.44,99758.65,100000.0,1619075
2023-06-30 22:30:36.461571,100674.17,100674.17,99587.12,100000.0,303352
2023-07-03 22:30:36.461571,99922.03,101268.69,97040.23,100000.0,4244732
2023-07-04 22:30:36.461571,99635.46,101404.25,98897.29,100000.0,783008
2023-07-05 22:30:36.461571,100182.08,100182.08,95571.22,100000.0,6714406
2023-07-06 22:30:36.461571,100193.21,100193.21,99833.43,100000.0,3106556
