date,open,high,low,close,volume
2023-02-06 22:30:36.195936,521.25,534.51,488.75,518.22,1667724
2023-02-07 22:30:36.195936,517.89,521.75,509.85,515.62,1533256
2023-02-08 22:30:36.195936,514.24,531.0,514.24,520.63,441311
2023-02-09 22:30:36.195936,522.56,530.17,522.56,525.87,2934225
2023-02-10 22:30:36.195936,528.36,536.9,512.46,528.92,1807714
2023-02-13 22:30:36.195936,527.64,552.31,527.64,529.13,6045566
2023-02-14 22:30:36.195936,533.62,548.87,533.62,535.16,992490
2023-02-15 22:30:36.195936,539.48,550.79,539.48,543.25,3489999
2023-02-16 22:30:36.195936,548.89,561.83,548.89,559.16,3080855
2023-02-17 22:30:36.195936,556.62,556.62,545.76,547.48,1942130
2023-02-20 22:30:36.195936,550.0,573.09,528.24,542.69,886109
2023-02-21 22:30:36.195936,542.24,548.4,539.89,546.52,6147315
2023-02-22 22:30:36.195936,548.76,550.14,532.13,537.33,124205
2023-02-23 22:30:36.195936,545.92,553.06,545.92,551.33,4702003
2023-02-24 22:30:36.195936,543.83,543.83,538.43,542.05,3602906
2023-02-27 22:30:36.195936,536.8,536.8,525.94,535.86,3715839
2023-02-28 22:30:36.195936,534.71,553.98,522.91,551.42,1189035
2023-03-01 22:30:36.195936,552.21,564.74,551.54,554.11,1831165
2023-03-02 22:30:36.195936,572.02,587.31,572.02,574.32,1341104
2023-03-03 22:30:36.195936,577.86,587.79,568.49,579.3,7298751
2023-03-06 22:30:36.195936,583.08,602.94,583.08,589.19,6274802
2023-03-07 22:30:36.195936,584.55,584.55,556.59,582.39,4492270
2023-03-08 22:30:36.195936,576.87,576.87,557.7,569.85,1157862
2023-03-09 22:30:36.195936,575.5,575.5,552.57,572.83,6953195
2023-03-10 22:30:36.195936,582.68,592.88,582.68,587.46,4422130
2023-03-13 22:30:36.195936,578.27,578.27,569.1,574.86,3469797
2023-03-14 22:30:36.195936,576.81,580.18,553.42,579.65,933247
2023-03-15 22:30:36.195936,581.64,590.11,564.72,579.7,152255
2023-03-16 22:30:36.195936,584.3,603.25,584.3,586.17,1759864
2023-03-17 22:30:36.195936,595.82,598.67,595.82,598.31,2381135
2023-03-20 22:30:36.195936,598.5,603.98,598.5,598.61,3841883
2023-03-21 22:30:36.195936,599.31,606.69,571.71,590.96,2347495
2023-03-22 22:30:36.195936,591.13,594.18,587.76,592.92,5450763
2023-03-23 22:30:36.195936,621.62,637.72,621.62,630.68,10280117
2023-03-24 22:30:36.195936,627.4,632.93,626.54,630.85,3718329
2023-03-27 22:30:36.195936,646.76,666.13,646.76,658.39,4588065
2023-03-28 22:30:36.195936,678.8,683.14,678.8,682.87,9233487
2023-03-29 22:30:36.195936,712.54,723.68,712.54,718.02,5699404
2023-03-30 22:30:36.195936,740.67,757.44,740.67,747.79,3308283
2023-03-31 22:30:36.195936,790.78,805.25,790.78,804.58,1422454
2023-04-03 22:30:36.195936,869.28,879.2,869.28,876.68,4934669
2023-04-04 22:30:36.195936,933.22,935.46,933.22,933.37,6956783
2023-04-05 22:30:36.195936,943.19,945.93,934.06,939.22,612463
2023-04-06 22:30:36.195936,975.41,1052.1,975.41,1030.05,6371967
2023-04-07 22:30:36.195936,1135.58,1201.87,1135.58,1168.65,2282464
2023-04-10 22:30:36.195936,1279.13,1298.03,1279.13,1291.41,6436064
2023-04-11 22:30:36.195936,1503.15,1526.18,1503.15,1516.18,22391982
2023-04-12 22:30:36.195936,1867.92,1871.12,1867.92,1868.3,10735891
2023-04-13 22:30:36.195936,2253.62,2325.55,2253.62,2311.97,17968118
2023-04-14 22:30:36.195936,3177.56,3224.86,3177.56,3213.92,18081831
2023-04-17 22:30:36.195936,4811.81,4856.01,4811.81,4820.88,23582918
2023-04-18 22:30:36.195936,7152.02,7257.21,7152.02,7231.31,20791421
2023-04-19 22:30:36.195936,10802.12,11345.32,10802.12,10846.97,50000000
2023-04-20 22:30:36.195936,16256.03,16321.92,16256.03,16270.46,27179209
2023-04-21 22:30:36.195936,23697.55,24534.64,23697.55,24405.69,15795119
2023-04-24 22:30:36.195936,35929.12,36843.69,35929.12,36608.53,5259969
2023-04-25 22:30:36.195936,54655.66,55628.61,54655.66,54912.79,19548017
2023-04-26 22:30:36.195936,82014.42,82817.2,82014.42,82369.19,50000000
2023-04-27 22:30:36.195936,98736.2,100980.57,98736.2,100000.0,8071188
2023-04-28 22:30:36.195936,99821.14,101711.81,98577.04,100000.0,6492533
2023-05-01 22:30:36.195936,99758.83,100264.51,98688.14,100000.0,4587094
2023-05-02 22:30:36.195936,99311.63,103191.51,97844.04,100000.0,5755308
2023-05-03 22:30:36.195936,100867.21,100867.21,98995.12,100000.0,1217527
2023-05-04 22:30:36.195936,100645.23,102866.53,99119.24,100000.0,3045214
2023-05-05 22:30:36.195936,100033.22,101030.37,99443.29,100000.0,1574967
2023-05-08 22:30:36.195936,100087.51,100087.51,99923.72,100000.0,5226423
2023-05-09 22:30:36.195936,100083.17,100422.47,99189.29,100000.0,2726389
2023-05-10 22:30:36.195936,99793.28,100161.14,98659.58,100000.0,2764965
2023-05-11 22:30:36.195936,100390.39,100390.39,98582.44,100000.0,1746547
2023-05-12 22:30:36.195936,100335.12,100987.42,99722.82,100000.0,759046
2023-05-15 22:30:36.195936,99239.11,101568.56,98664.55,100000.0,234682
2023-05-16 22:30:36.195936,100089.16,101889.59,98517.68,100000.0,8519966
2023-05-17 22:30:36.195936,100209.62,101233.64,99381.63,100000.0,2835632
2023-05-18 22:30:36.195936,100891.35,101541.39,99026.11,100000.0,4238351
2023-05-19 22:30:36.195936,100008.64,100419.96,98999.25,100000.0,229997
2023-05-22 22:30:36.195936,100322.23,102220.27,98824.68,100000.0,7218825
2023-05-23 22:30:36.195936,99659.78,100442.12,99659.78,100000.0,1301178
2023-05-24 22:30:36.195936,99938.18,102738.59,99938.18,100000.0,3280986
2023-05-25 22:30:36.195936,99602.99,102808.85,98750.49,100000.0,3220733
2023-05-26 22:30:36.195936,99487.42,100038.61,99487.42,100000.0,8318300
2023-05-29 22:30:36.195936,99630.42,101036.05,98764.14,100000.0,6757433
2023-05-30 22:30:36.195936,99695.53,101007.58,98091.89,100000.0,4301069
2023-05-31 22:30:36.195936,99954.45,100044.9,99763.7,100000.0,2941282
2023-06-01 22:30:36.195936,99918.75,100615.41,99064.64,100000.0,6350807
2023-06-02 22:30:36.195936,99795.47,101878.16,97175.83,100000.0,2272089
2023-06-05 22:30:36.195936,100306.62,102893.95,99982.63,100000.0,2994744
2023-06-06 22:30:36.195936,99947.06,100594.19,99947.06,100000.0,2091442
2023-06-07 22:30:36.195936,99178.79,100676.55,99081.47,100000.0,1285605
2023-06-08 22:30:36.195936,100747.84,100870.37,99292.9,100000.0,4330125
2023-06-09 22:30:36.195936,100470.41,100470.41,99594.52,100000.0,488236
2023-06-12 22:30:36.195936,99517.81,100607.76,99517.81,100000.0,5393576
2023-06-13 22:30:36.195936,100211.47,100700.65,99371.06,100000.0,2957015
2023-06-14 22:30:36.195936,99643.89,100596.32,93863.09,100000.0,1130475
2023-06-15 22:30:36.195936,99891.56,102359.45,97840.46,100000.0,2546227
2023-06-16 22:30:36.195936,100440.28,102190.4,92340.9,100000.0,2049225
2023-06-19 22:30:36.195936,99902.27,100351.14,99902.27,100000.0,5603914
2023-06-20 22:30:36.195936,100902.11,105800.22,96384.02,100000.0,280250
2023-06-21 22:30:36.195936,99940.92,101817.22,99237.46,100000.0,3042060
2023-06-22 22:30:36.195936,99704.86,101684.02,98917.71,100000.0,1954288
2023-06-23 22:30:36.195936,100378.85,100378.85,98575.11,100000.0,1423223
2023-06-26 22:30:36.195936,99988.0,101047.42,99988.0,100000.0,2434748
2023-06-27 22:30:36.195936,100558.51,101202.45,99814.12,100000.0,1649437
2023-06-28 22:30:36.195936,100004.71,101628.57,96352.59,100000.0,507878
2023-06-29 22:30:36.195936,100292.97,100292.97,99734.27,100000.0,3058019
2023-06-30 22:30:36.195936,100040.7,100217.07,99936.28,100000.0,8271469
2023-07-03 22:30:36.195936,99947.59,101204.23,99947.59,100000.0,1712693
2023-07-04 22:30:36.195936,100799.73,101444.47,99181.51,100000.0,3840695
2023-07-05 22:30:36.195936,99775.16,100906.27,95210.38,100000.0,1213486
2023-07-06 22:30:36.195936,100655.24,103703.41,99470.78,100000.0,4093058
2023-07-07 22:30:36.195936,100213.6,101736.66,99752.26,100000.0,1807580
2023-07-10 22:30:36.195936,100635.56,101073.74,98245.73,100000.0,1981821
2023-07-11 22:30:36.195936,101220.35,101700.83,96038.19,100000.0,6479908
2023-07-12 22:30:36.195936,100138.22,104635.37,99784.01,100000.0,2846408
2023-07-13 22:30:36.195936,100426.64,101899.4,98776.54,100000.0,8525389
2023-07-14 22:30:36.195936,100292.98,101205.04,98990.19,100000.0,3875901
2023-07-17 22:30:36.195936,100691.71,104096.66,98220.5,100000.0,4522363
2023-07-18 22:30:36.195936,100687.01,100687.01,98301.81,100000.0,902158
2023-07-19 22:30:36.195936,99947.02,101794.02,95891.79,100000.0,1078431
2023-07-20 22:30:36.195936,100193.79,100995.38,98037.69,100000.0,1862448
2023-07-21 22:30:36.195936,99937.4,100483.43,99115.07,100000.0,583781
2023-07-24 22:30:36.195936,100161.48,100951.4,99527.64,100000.0,1665391
2023-07-25 22:30:36.195936,100356.74,102468.03,99526.15,100000.0,6005266
2023-07-26 22:30:36.195936,99974.48,105634.7,99974.48,100000.0,376638
2023-07-27 22:30:36.195936,99792.24,102212.94,97639.9,100000.0,6576545
2023-07-28 22:30:36.195936,100132.34,100919.41,97582.89,100000.0,5885116
2023-07-31 22:30:36.195936,99798.62,100150.84,98975.19,100000.0,6128263
2023-08-01 22:30:36.195936,98942.06,103120.39,98895.8,100000.0,1721738
2023-08-02 22:30:36.195936,99727.76,100695.26,99429.78,100000.0,1193894
2023-08-03 22:30:36.195936,100227.47,101645.76,97906.63,100000.0,6113608
2023-08-04 22:30:36.195936,100610.12,102754.22,98096.56,100000.0,2879173
2023-08-07 22:30:36.195936,99829.42,100375.54,99121.46,100000.0,5901899
2023-08-08 22:30:36.195936,100215.47,100215.47,99262.76,100000.0,2001265
2023-08-09 22:30:36.195936,100285.02,100323.19,99807.53,100000.0,1168183
2023-08-10 22:30:36.195936,99850.51,100419.96,99750.04,100000.0,1401436
2023-08-11 22:30:36.195936,99591.81,101381.79,97259.41,100000.0,2640821
2023-08-14 22:30:36.195936,100384.76,101056.43,99809.4,100000.0,4006728
2023-08-15 22:30:36.195936,100299.52,100299.52,98414.01,100000.0,445168
2023-08-16 22:30:36.195936,100491.64,101614.36,97175.9,100000.0,3154411
2023-08-17 22:30:36.195936,100100.21,100513.45,99572.07,100000.0,5245398
2023-08-18 22:30:36.195936,99931.38,105907.89,97391.7,100000.0,436390
2023-08-21 22:30:36.195936,99752.96,100989.14,99466.16,100000.0,696600
2023-08-22 22:30:36.195936,100000.6,101099.3,99042.67,100000.0,7167148
2023-08-23 22:30:36.195936,100120.23,100596.93,99572.89,100000.0,316088
2023-08-24 22:30:36.195936,99761.89,101956.26,99453.74,100000.0,4916703
2023-08-25 22:30:36.195936,99992.27,100024.03,99468.14,100000.0,1219840
2023-08-28 22:30:36.195936,99468.76,100477.42,98728.68,100000.0,9109640
2023-08-29 22:30:36.195936,100233.05,100233.05,98872.82,100000.0,6139701
2023-08-30 22:30:36.195936,99953.03,100073.1,99953.03,100000.0,2378351
2023-08-31 22:30:36.195936,100070.22,100897.71,97512.63,100000.0,243458
2023-09-01 22:30:36.195936,99867.36,102365.2,99752.59,100000.0,874897
2023-09-04 22:30:36.195936,99945.98,100050.35,99945.98,100000.0,7858476
2023-09-05 22:30:36.195936,99956.79,100541.26,99896.66,100000.0,431118
2023-09-06 22:30:36.195936,100448.46,101249.12,98426.99,100000.0,5908597
2023-09-07 22:30:36.195936,99736.08,101111.34,99736.08,100000.0,669416
2023-09-08 22:30:36.195936,99567.73,100202.8,99220.53,100000.0,2646848
2023-09-11 22:30:36.195936,100475.51,100853.68,97153.98,100000.0,3334816
2023-09-12 22:30:36.195936,100050.51,104685.51,97921.56,100000.0,85472
2023-09-13 22:30:36.195936,100256.3,100342.07,99893.43,100000.0,6219030
2023-09-14 22:30:36.195936,99735.39,101679.29,99735.39,100000.0,1305197
2023-09-15 22:30:36.195936,99498.91,101425.1,99498.91,100000.0,2559811
2023-09-18 22:30:36.195936,101101.04,103359.13,94516.31,100000.0,2819394
2023-09-19 22:30:36.195936,100017.55,102525.59,98911.16,100000.0,4132560
2023-09-20 22:30:36.195936,100459.53,102160.97,99810.87,100000.0,1102678
2023-09-21 22:30:36.195936,99620.11,100256.39,97117.22,100000.0,4610378
2023-09-22 22:30:36.195936,99902.78,101607.08,98549.81,100000.0,3518635
2023-09-25 22:30:36.195936,100018.39,101142.06,99124.97,100000.0,4434730
2023-09-26 22:30:36.195936,100004.03,102667.84,99756.61,100000.0,8764743
2023-09-27 22:30:36.195936,100418.15,101333.97,99646.9,100000.0,6336463
2023-09-28 22:30:36.195936,99585.68,101636.4,99585.68,100000.0,1050388
2023-09-29 22:30:36.195936,99554.45,100398.75,98542.06,100000.0,4002258
2023-10-02 22:30:36.195936,100042.84,100042.84,98725.89,100000.0,5710651
2023-10-03 22:30:36.195936,100025.29,100025.29,98714.68,100000.0,1725659
2023-10-04 22:30:36.195936,99375.4,104100.11,98387.65,100000.0,5461614
2023-10-05 22:30:36.195936,100857.67,100945.11,99416.15,100000.0,3387605
2023-10-06 22:30:36.195936,100469.24,102195.32,99271.56,100000.0,3818369
2023-10-09 22:30:36.195936,99371.95,100495.21,98662.45,100000.0,2504301
2023-10-10 22:30:36.195936,100717.74,107161.27,97204.97,100000.0,7070900
2023-10-11 22:30:36.195936,100533.52,102080.55,99191.31,100000.0,1504888
2023-10-12 22:30:36.195936,99337.77,101090.07,99337.77,100000.0,2702343
2023-10-13 22:30:36.195936,99913.22,100507.12,99333.7,100000.0,1788841
2023-10-16 22:30:36.195936,100416.34,103417.64,98750.31,100000.0,2410186
2023-10-17 22:30:36.195936,99847.16,102175.92,98588.09,100000.0,8134942
2023-10-18 22:30:36.195936,99628.23,101850.66,98383.94,100000.0,1976670
2023-10-19 22:30:36.195936,99840.49,105450.69,96963.68,100000.0,1789507
2023-10-20 22:30:36.195936,100211.0,100211.0,99822.65,100000.0,4072816
2023-10-23 22:30:36.195936,99999.75,101167.61,99999.75,100000.0,242299
2023-10-24 22:30:36.195936,100142.54,101753.66,96637.98,100000.0,5434819
2023-10-25 22:30:36.195936,99857.91,101863.62,98259.99,100000.0,1920836
2023-10-26 22:30:36.195936,100112.82,101294.51,97883.47,100000.0,9151863
2023-10-27 22:30:36.195936,100179.29,104076.47,99834.77,100000.0,8002761
2023-10-30 22:30:36.195936,98979.01,100014.43,98979.01,100000.0,6743541
2023-10-31 22:30:36.195936,100311.52,104321.4,95744.39,100000.0,1522940
2023-11-01 22:30:36.195936,100458.12,100458.12,98666.9,100000.0,1185078
2023-11-02 22:30:36.195936,100330.63,103136.22,96872.04,100000.0,4512782
2023-11-03 22:30:36.195936,100002.69,101727.0,95457.17,100000.0,5844448
2023-11-06 22:30:36.195936,100632.87,102416.51,98124.94,100000.0,564018
2023-11-07 22:30:36.195936,100621.7,101273.22,96516.22,100000.0,2429884
2023-11-08 22:30:36.195936,100258.63,104104.44,99030.07,100000.0,924740
2023-11-09 22:30:36.195936,100050.09,100050.09,98174.74,100000.0,1830431
2023-11-10 22:30:36.195936,99662.07,101554.44,97912.41,100000.0,1104372
2023-11-13 22:30:36.195936,100011.1,100011.1,99870.62,100000.0,4229149
2023-11-14 22:30:36.195936,100013.88,101588.51,99926.05,100000.0,5845822
2023-11-15 22:30:36.195936,99595.81,100448.35,98483.16,100000.0,152845
2023-11-16 22:30:36.195936,100160.93,100160.93,98528.63,100000.0,4261810
2023-11-17 22:30:36.195936,99874.15,101400.01,99874.15,100000.0,3497222
2023-11-20 22:30:36.195936,100412.56,101650.11,99885.63,100000.0,2556123
2023-11-21 22:30:36.195936,99808.57,101142.56,99808.57,100000.0,2683138
2023-11-22 22:30:36.195936,99156.3,100845.58,98821.32,100000.0,5754458
2023-11-23 22:30:36.195936,100090.02,100090.02,99036.92,100000.0,2125590
2023-11-24 22:30:36.195936,99198.79,101108.64,99198.79,100000.0,824558
2023-11-27 22:30:36.195936,100299.45,103117.66,99997.11,100000.0,7549644
2023-11-28 22:30:36.195936,100514.44,101733.54,99226.86,100000.0,154456
2023-11-29 22:30:36.195936,99974.66,100068.13,98088.88,100000.0,136532
2023-11-30 22:30:36.195936,99667.07,101477.26,96756.53,100000.0,1444308
2023-12-01 22:30:36.195936,99947.77,100380.02,99883.83,100000.0,684643
2023-12-04 22:30:36.195936,100341.47,101040.59,98665.03,100000.0,5006675
2023-12-05 22:30:36.195936,99356.04,100781.28,97842.28,100000.0,6840368
2023-12-06 22:30:36.195936,99837.91,100653.68,96917.3,100000.0,2302512
2023-12-07 22:30:36.195936,99625.51,100325.92,96193.04,100000.0,719745
2023-12-08 22:30:36.195936,100112.55,100459.08,99877.1,100000.0,8161112
2023-12-11 22:30:36.195936,99743.21,101223.85,98850.54,100000.0,1158808
2023-12-12 22:30:36.195936,100021.94,101943.37,99712.87,100000.0,7120659
2023-12-13 22:30:36.195936,99675.9,100079.62,99036.98,100000.0,487741
2023-12-14 22:30:36.195936,100555.9,105931.17,99394.79,100000.0,3655643
2023-12-15 22:30:36.195936,100103.11,101626.59,99780.57,100000.0,3421281
2023-12-18 22:30:36.195936,100333.48,102897.71,98685.79,100000.0,2675543
2023-12-19 22:30:36.195936,100142.48,100611.55,99659.01,100000.0,4995661
2023-12-20 22:30:36.195936,99418.92,100562.71,99125.98,100000.0,3846221
2023-12-21 22:30:36.195936,101007.57,103221.2,96615.75,100000.0,2156692
2023-12-22 22:30:36.195936,99990.76,100357.11,99561.13,100000.0,2843803
2023-12-25 22:30:36.195936,99933.81,100919.44,99040.11,100000.0,2150145
2023-12-26 22:30:36.195936,100517.16,100517.16,99373.29,100000.0,1963295
2023-12-27 22:30:36.195936,100592.09,103334.99,96920.66,100000.0,386864
